top,top_color,bottom,bottom_color,shoes,shoes_color,occasion,temperature,feels_like,weather_type,season_match,score
blouse,black,skirt,purple,sneakers,burgundy,date,20,20,sunny,0.867,0.784
sweater,red,jeans,yellow,oxfords,white,party,2,-5,snow,0.933,0.646
dress,beige,none,none,sandals,red,party,18,19,sunny,0.817,0.775
hoodie,white,skirt,white,loafers,gray,sport,32,36,sunny,0.65,0.597
blouse,red,trousers,black,heels,black,party,20,19,sunny,0.867,0.878
hoodie,green,leggings,pink,loafers,red,sport,15,16,cloudy,0.817,0.714
dress,navy,none,none,loafers,white,formal,8,8,cloudy,0.817,0.727
polo,burgundy,jeans,red,sneakers,black,party,5,3,cloudy,0.867,0.589
sweater,blue,jeans,brown,boots,red,date,22,24,sunny,0.817,0.681
blazer,yellow,jeans,green,loafers,orange,date,22,26,sunny,0.867,0.633
tank-top,black,jeans,white,loafers,green,sport,25,24,rain,0.817,0.707
sweater,beige,jeans,black,loafers,green,business,20,18,sunny,0.817,0.721
t-shirt,white,skirt,purple,sneakers,pink,formal,25,23,cloudy,1.0,0.68
sweater,yellow,shorts,gray,boots,pink,casual,18,18,sunny,0.817,0.737
hoodie,yellow,trousers,green,heels,green,casual,10,5,rain,0.817,0.724
t-shirt,red,jeans,white,heels,black,formal,18,20,sunny,0.817,0.785
t-shirt,red,jeans,black,oxfords,beige,date,28,26,cloudy,0.767,0.761
t-shirt,yellow,skirt,navy,loafers,pink,casual,32,31,cloudy,0.917,0.843
polo,red,jeans,burgundy,heels,burgundy,party,20,19,cloudy,0.867,0.763
tank-top,green,jeans,yellow,sneakers,black,party,25,28,sunny,0.9,0.674
shirt,white,skirt,white,loafers,beige,formal,22,24,cloudy,0.867,0.916
shirt,white,shorts,red,loafers,black,business,15,16,cloudy,0.867,0.771
shirt,beige,sweatpants,gray,loafers,black,date,5,-1,snow,0.867,0.714
blazer,orange,jeans,black,sneakers,gray,formal,8,7,sunny,0.867,0.675
polo,brown,jeans,green,sneakers,black,casual,10,8,cloudy,0.867,0.786
blazer,gray,trousers,red,sneakers,orange,casual,12,14,sunny,0.867,0.687
shirt,navy,jeans,black,oxfords,burgundy,formal,20,19,sunny,0.867,0.895
sweater,green,sweatpants,green,sneakers,beige,sport,12,14,cloudy,0.817,0.782
shirt,purple,leggings,black,oxfords,gray,sport,12,12,cloudy,0.867,0.702
dress,black,none,none,boots,navy,business,20,20,sunny,0.817,0.728
blouse,pink,trousers,green,oxfords,red,party,20,19,sunny,0.867,0.726
blazer,pink,skirt,beige,sandals,black,party,25,28,sunny,0.867,0.765
dress,black,none,none,boots,beige,date,20,22,cloudy,0.817,0.789
hoodie,gray,jeans,navy,boots,white,business,2,0,cloudy,1.0,0.768
shirt,yellow,jeans,green,sandals,blue,party,25,26,sunny,0.85,0.692
hoodie,black,shorts,navy,sandals,purple,sport,20,15,rain,0.817,0.629
cardigan,yellow,trousers,gray,loafers,green,date,20,21,sunny,0.867,0.794
blouse,beige,trousers,purple,sneakers,black,formal,10,8,sunny,0.867,0.697
blouse,navy,skirt,gray,sandals,black,formal,25,23,rain,1.0,0.792
t-shirt,black,trousers,black,loafers,black,date,8,10,sunny,0.817,0.729
blazer,brown,leggings,blue,heels,black,formal,5,7,cloudy,0.867,0.756
cardigan,navy,leggings,yellow,sneakers,pink,sport,10,10,cloudy,0.867,0.735
dress,white,none,none,heels,white,formal,12,11,cloudy,0.817,0.772
t-shirt,blue,skirt,navy,sneakers,yellow,casual,28,32,sunny,1.0,0.838
blazer,gray,leggings,beige,boots,black,formal,22,23,sunny,0.867,0.745
t-shirt,black,jeans,brown,sneakers,brown,sport,22,17,rain,0.817,0.761
shirt,black,jeans,yellow,sneakers,navy,formal,18,15,rain,0.867,0.668
cardigan,black,leggings,pink,boots,red,party,10,8,rain,0.867,0.686
polo,red,leggings,red,loafers,pink,date,10,9,sunny,0.867,0.662
shirt,blue,trousers,white,oxfords,navy,business,10,12,sunny,0.867,0.964
shirt,red,trousers,gray,sneakers,black,business,20,20,cloudy,0.867,0.868
t-shirt,navy,jeans,white,heels,beige,business,18,14,rain,0.817,0.781
dress,black,none,none,loafers,beige,party,20,20,cloudy,0.817,0.824
dress,burgundy,none,none,sneakers,blue,party,25,23,rain,0.8,0.718
shirt,gray,leggings,black,oxfords,white,formal,18,16,sunny,0.867,0.9
tank-top,black,jeans,navy,boots,pink,sport,20,15,rain,0.767,0.654
tank-top,gray,skirt,navy,loafers,navy,sport,18,19,cloudy,0.767,0.703
dress,red,none,none,boots,black,formal,18,14,rain,0.817,0.727
blouse,green,trousers,green,boots,pink,date,10,10,cloudy,0.867,0.841
dress,black,none,none,sneakers,gray,party,25,30,sunny,0.8,0.805
blazer,burgundy,jeans,brown,sneakers,burgundy,casual,20,21,sunny,0.867,0.841
hoodie,red,skirt,pink,boots,beige,party,22,25,sunny,0.817,0.668
blazer,black,trousers,red,boots,purple,date,12,12,sunny,0.867,0.762
blouse,gray,trousers,green,oxfords,black,date,5,6,cloudy,0.867,0.78
blouse,navy,sweatpants,black,boots,black,date,22,18,rain,0.867,0.682
blouse,brown,skirt,brown,heels,gray,business,20,22,sunny,0.867,0.836
t-shirt,black,trousers,gray,sneakers,black,sport,5,6,cloudy,0.817,0.732
shirt,yellow,shorts,yellow,loafers,navy,date,20,15,rain,0.867,0.724
cardigan,gray,leggings,beige,heels,black,sport,28,27,cloudy,0.65,0.656
blazer,black,trousers,white,sandals,black,formal,25,23,rain,0.667,0.757
blazer,burgundy,sweatpants,navy,sneakers,red,party,2,1,rain,0.933,0.644
t-shirt,beige,leggings,burgundy,sneakers,blue,casual,2,1,cloudy,0.667,0.726
tank-top,beige,shorts,red,loafers,black,date,20,22,sunny,0.767,0.767
blouse,orange,skirt,orange,sandals,blue,business,32,27,rain,1.0,0.758
dress,black,none,none,sneakers,gray,formal,25,22,rain,0.8,0.796
sweater,beige,jeans,beige,sandals,gray,date,15,16,sunny,0.817,0.814
blazer,navy,leggings,green,loafers,black,casual,12,12,sunny,0.867,0.763
sweater,green,skirt,yellow,loafers,pink,casual,8,3,rain,0.817,0.708
polo,red,skirt,white,sneakers,red,party,32,37,sunny,1.0,0.75
t-shirt,blue,jeans,black,sneakers,beige,sport,20,17,rain,0.817,0.8
hoodie,burgundy,jeans,burgundy,sandals,gray,sport,28,23,rain,0.633,0.61
cardigan,beige,shorts,orange,heels,black,casual,25,27,sunny,0.75,0.714
t-shirt,orange,skirt,pink,sandals,yellow,casual,28,33,sunny,1.0,0.803
blazer,white,trousers,navy,sneakers,navy,casual,10,9,sunny,0.867,0.799
dress,red,none,none,oxfords,black,date,32,36,sunny,0.667,0.814
blazer,white,jeans,blue,sneakers,black,formal,12,13,cloudy,0.867,0.797
dress,navy,none,none,boots,burgundy,sport,10,6,rain,0.817,0.507
hoodie,blue,jeans,navy,sandals,beige,casual,20,20,sunny,0.817,0.829
cardigan,burgundy,jeans,green,sneakers,black,party,12,14,cloudy,0.867,0.657
cardigan,yellow,shorts,navy,heels,pink,date,22,23,cloudy,0.867,0.658
cardigan,navy,trousers,black,sneakers,brown,casual,28,26,cloudy,0.633,0.605
blouse,white,leggings,gray,sneakers,green,formal,28,33,sunny,0.9,0.636
blazer,blue,sweatpants,blue,boots,black,casual,8,4,rain,0.867,0.735
blouse,beige,skirt,gray,sneakers,gray,business,20,18,cloudy,0.867,0.827
blazer,purple,shorts,orange,sneakers,pink,date,10,12,cloudy,0.867,0.661
blouse,green,shorts,blue,sneakers,red,party,25,26,sunny,1.0,0.628
blouse,navy,jeans,navy,heels,black,formal,22,20,cloudy,0.867,0.803
hoodie,navy,jeans,black,loafers,white,sport,20,18,cloudy,0.817,0.688
t-shirt,black,shorts,purple,sandals,red,date,32,36,sunny,1.0,0.799
cardigan,orange,trousers,blue,loafers,pink,party,8,5,rain,0.867,0.665
tank-top,navy,shorts,pink,sandals,white,date,25,23,rain,1.0,0.702
shirt,white,jeans,yellow,sandals,navy,business,18,16,rain,0.867,0.72
blazer,green,jeans,navy,boots,beige,business,2,1,cloudy,1.0,0.775
hoodie,black,trousers,pink,heels,gray,sport,15,11,rain,0.817,0.621
cardigan,black,leggings,black,loafers,pink,formal,22,27,sunny,0.867,0.671
shirt,red,jeans,purple,heels,gray,business,10,7,rain,0.867,0.733
blazer,purple,trousers,burgundy,heels,brown,sport,20,16,rain,0.867,0.518
t-shirt,gray,jeans,orange,loafers,navy,date,32,31,cloudy,0.817,0.707
shirt,navy,trousers,yellow,loafers,purple,sport,15,13,sunny,0.867,0.565
t-shirt,beige,shorts,navy,sandals,orange,casual,32,33,sunny,1.0,0.867
polo,red,jeans,brown,loafers,brown,casual,18,19,sunny,0.867,0.87
shirt,gray,shorts,red,sandals,blue,sport,25,21,rain,0.95,0.68
tank-top,navy,leggings,green,oxfords,gray,sport,15,14,sunny,0.767,0.73
polo,beige,leggings,purple,sneakers,burgundy,party,15,13,rain,0.867,0.642
blouse,navy,skirt,navy,loafers,beige,business,18,17,rain,0.867,0.838
polo,white,trousers,red,heels,burgundy,sport,25,29,sunny,0.717,0.598
blouse,brown,jeans,black,heels,burgundy,formal,15,14,rain,0.867,0.803
t-shirt,brown,shorts,white,sneakers,red,casual,32,30,rain,1.0,0.853
shirt,navy,jeans,purple,sandals,brown,date,20,19,cloudy,0.867,0.785
shirt,blue,jeans,gray,boots,beige,sport,15,16,sunny,0.867,0.649
cardigan,yellow,trousers,black,oxfords,gray,casual,12,14,sunny,0.867,0.806
blazer,gray,jeans,pink,sneakers,navy,formal,12,8,rain,0.867,0.666
blazer,white,leggings,black,loafers,purple,business,15,16,cloudy,0.867,0.826
blazer,blue,trousers,orange,boots,beige,business,2,-3,rain,1.0,0.886
shirt,white,trousers,purple,sneakers,gray,date,22,27,sunny,0.867,0.747
t-shirt,beige,leggings,gray,heels,navy,casual,20,17,rain,0.817,0.799
shirt,blue,trousers,navy,loafers,black,business,8,10,sunny,0.867,0.862
t-shirt,burgundy,skirt,white,sandals,gray,sport,25,20,rain,1.0,0.682
hoodie,burgundy,sweatpants,purple,sneakers,purple,sport,18,20,sunny,0.817,0.833
dress,beige,none,none,sandals,red,date,15,16,cloudy,0.817,0.722
dress,yellow,none,none,sandals,white,sport,25,30,sunny,0.8,0.629
hoodie,black,jeans,blue,heels,gray,casual,15,14,sunny,0.817,0.878
blouse,black,jeans,orange,loafers,orange,formal,20,15,rain,0.867,0.798
dress,yellow,none,none,heels,pink,party,15,17,cloudy,0.817,0.732
tank-top,white,trousers,navy,sandals,gray,party,25,28,sunny,0.8,0.828
shirt,navy,leggings,navy,sneakers,black,casual,10,11,sunny,0.867,0.801
blazer,black,shorts,black,sneakers,navy,party,25,24,rain,0.867,0.599
sweater,black,shorts,gray,heels,burgundy,sport,10,9,rain,0.817,0.656
tank-top,blue,shorts,gray,sandals,white,casual,32,33,cloudy,1.0,0.932
blouse,white,shorts,orange,sneakers,burgundy,formal,25,25,cloudy,1.0,0.673
t-shirt,navy,jeans,white,heels,black,sport,12,11,cloudy,0.817,0.728
t-shirt,purple,shorts,white,heels,black,casual,25,30,sunny,0.917,0.806
hoodie,beige,jeans,black,sneakers,purple,party,15,17,cloudy,0.817,0.593
cardigan,brown,jeans,green,sandals,black,formal,15,13,cloudy,0.867,0.615
shirt,red,trousers,white,sneakers,white,casual,8,7,rain,0.867,0.829
t-shirt,burgundy,jeans,navy,heels,gray,sport,10,12,sunny,0.817,0.684
t-shirt,green,shorts,yellow,heels,blue,sport,15,15,sunny,0.817,0.695
dress,black,none,none,loafers,orange,party,15,15,sunny,0.817,0.679
polo,blue,sweatpants,burgundy,oxfords,pink,formal,8,3,rain,0.867,0.636
t-shirt,blue,trousers,yellow,loafers,navy,casual,20,22,sunny,0.817,0.756
shirt,green,leggings,burgundy,sneakers,brown,date,32,35,sunny,0.85,0.75
dress,white,none,none,boots,orange,casual,12,11,cloudy,0.817,0.649
blazer,white,trousers,white,boots,beige,date,22,22,cloudy,0.867,0.737
t-shirt,black,jeans,gray,oxfords,blue,date,12,10,cloudy,0.817,0.833
sweater,yellow,jeans,white,loafers,brown,casual,10,12,sunny,0.817,0.8
blouse,burgundy,skirt,black,sandals,burgundy,date,32,37,sunny,1.0,0.828
t-shirt,navy,skirt,blue,sneakers,orange,formal,22,26,sunny,0.817,0.709
shirt,burgundy,jeans,yellow,sandals,pink,party,18,17,cloudy,0.867,0.773
t-shirt,gray,jeans,brown,loafers,blue,party,8,7,cloudy,0.817,0.641
blouse,gray,shorts,blue,sandals,blue,business,32,28,rain,1.0,0.704
shirt,blue,shorts,burgundy,loafers,white,formal,20,20,sunny,0.867,0.772
hoodie,black,shorts,green,sneakers,navy,sport,15,14,sunny,0.817,0.792
sweater,purple,leggings,beige,oxfords,white,business,12,13,sunny,0.817,0.77
dress,navy,none,none,loafers,black,formal,15,13,rain,0.817,0.693
sweater,pink,jeans,purple,heels,brown,party,12,13,sunny,0.817,0.705
hoodie,gray,leggings,white,loafers,beige,casual,12,11,sunny,0.817,0.904
cardigan,brown,leggings,burgundy,oxfords,black,casual,8,6,cloudy,0.867,0.804
sweater,white,jeans,brown,sneakers,black,date,10,8,cloudy,0.817,0.785
polo,beige,jeans,white,sneakers,black,sport,8,7,sunny,0.867,0.779
blouse,pink,skirt,beige,boots,black,date,10,8,rain,0.867,0.795
hoodie,beige,sweatpants,green,oxfords,black,business,12,9,rain,0.817,0.599
cardigan,burgundy,leggings,navy,sneakers,black,business,10,9,rain,0.867,0.774
t-shirt,green,leggings,blue,sneakers,brown,sport,5,6,cloudy,0.817,0.73
t-shirt,orange,shorts,gray,sneakers,white,casual,32,30,rain,1.0,0.844
cardigan,orange,jeans,blue,boots,navy,sport,15,14,cloudy,0.867,0.561
blouse,red,skirt,gray,loafers,burgundy,date,28,23,rain,0.917,0.804
blazer,red,jeans,purple,oxfords,white,party,25,26,cloudy,0.633,0.622
blouse,brown,trousers,navy,sneakers,white,casual,15,12,rain,0.867,0.873
cardigan,black,leggings,pink,sandals,white,business,20,18,sunny,0.867,0.692
tank-top,gray,shorts,blue,sandals,beige,sport,28,29,cloudy,1.0,0.83
polo,brown,skirt,burgundy,loafers,pink,date,5,2,rain,0.867,0.702
t-shirt,burgundy,trousers,orange,sandals,navy,casual,25,25,cloudy,0.8,0.834
shirt,white,trousers,yellow,sandals,gray,party,22,25,sunny,0.867,0.819
t-shirt,brown,trousers,navy,sandals,black,formal,32,30,rain,0.8,0.649
dress,black,none,none,loafers,beige,sport,18,20,sunny,0.817,0.629
shirt,pink,jeans,beige,oxfords,black,business,10,12,sunny,0.867,0.845
shirt,brown,leggings,beige,loafers,black,business,25,24,cloudy,0.767,0.86
t-shirt,gray,skirt,black,sandals,beige,sport,20,22,cloudy,0.817,0.746
polo,burgundy,shorts,red,loafers,black,date,25,26,sunny,0.917,0.729
shirt,white,trousers,blue,sandals,yellow,sport,15,13,sunny,0.867,0.585
cardigan,beige,jeans,white,boots,burgundy,sport,8,3,rain,0.867,0.659
sweater,pink,jeans,gray,boots,burgundy,date,5,2,snow,0.817,0.793
blazer,black,shorts,black,sandals,black,formal,32,29,rain,0.867,0.546
tank-top,black,shorts,white,oxfords,burgundy,formal,15,15,sunny,0.767,0.67
sweater,black,leggings,black,loafers,black,casual,5,1,rain,0.817,0.753
t-shirt,black,trousers,gray,sneakers,pink,sport,22,23,sunny,0.817,0.811
cardigan,black,skirt,gray,oxfords,navy,sport,22,23,sunny,0.867,0.591
tank-top,orange,skirt,gray,sneakers,pink,business,28,33,sunny,1.0,0.647
dress,white,none,none,loafers,green,party,15,13,sunny,0.817,0.705
t-shirt,blue,jeans,gray,sneakers,blue,casual,5,1,snow,0.817,0.747
t-shirt,black,jeans,red,sneakers,yellow,party,32,36,sunny,0.9,0.694
t-shirt,white,trousers,black,sandals,red,date,18,16,sunny,0.817,0.739
dress,beige,none,none,sneakers,black,party,20,20,sunny,0.817,0.788
blouse,blue,shorts,beige,sandals,white,party,20,21,cloudy,0.867,0.763
blouse,beige,jeans,blue,loafers,gray,casual,18,19,sunny,0.867,0.878
t-shirt,purple,jeans,gray,loafers,blue,sport,12,13,cloudy,0.817,0.653
blouse,purple,leggings,brown,sneakers,red,party,5,2,rain,0.867,0.643
hoodie,purple,trousers,beige,boots,gray,sport,20,18,sunny,0.817,0.591
blazer,pink,jeans,white,sneakers,red,date,12,10,cloudy,0.867,0.735
blazer,black,trousers,red,boots,brown,date,5,6,cloudy,0.867,0.814
shirt,purple,leggings,navy,oxfords,navy,business,2,-3,rain,0.833,0.696
dress,purple,none,none,boots,orange,business,20,20,cloudy,0.817,0.746
blouse,gray,leggings,burgundy,sneakers,gray,business,22,26,sunny,0.867,0.719
blouse,brown,jeans,brown,sandals,gray,casual,28,32,sunny,0.9,0.793
blouse,purple,sweatpants,gray,boots,pink,casual,15,17,sunny,0.867,0.776
blouse,green,shorts,beige,loafers,gray,business,32,28,rain,0.917,0.722
t-shirt,brown,trousers,gray,boots,blue,sport,18,13,rain,0.817,0.626
blazer,burgundy,skirt,yellow,loafers,gray,business,25,30,sunny,0.783,0.743
blouse,white,skirt,navy,sandals,gray,business,32,28,rain,1.0,0.819
blouse,brown,leggings,navy,heels,red,business,28,32,sunny,0.817,0.735
shirt,blue,skirt,white,sneakers,navy,business,32,30,cloudy,0.95,0.838
t-shirt,gray,trousers,blue,sandals,brown,date,28,29,sunny,0.8,0.744
tank-top,green,leggings,brown,sandals,green,sport,32,37,sunny,0.9,0.846
sweater,pink,skirt,white,sneakers,black,formal,8,9,cloudy,0.817,0.64
shirt,white,shorts,beige,loafers,white,business,28,32,sunny,0.867,0.773
shirt,beige,leggings,navy,boots,yellow,date,22,23,sunny,0.867,0.781
blouse,black,trousers,orange,oxfords,green,sport,22,26,sunny,0.867,0.457
dress,brown,none,none,sneakers,black,business,10,9,cloudy,0.817,0.602
sweater,burgundy,leggings,burgundy,heels,burgundy,party,8,9,cloudy,0.817,0.616
polo,orange,skirt,black,sandals,burgundy,date,28,33,sunny,1.0,0.826
dress,pink,none,none,loafers,blue,party,22,20,rain,0.817,0.764
t-shirt,green,trousers,gray,loafers,white,formal,22,20,rain,0.817,0.77
tank-top,white,trousers,black,oxfords,navy,formal,20,22,sunny,0.767,0.798
tank-top,gray,sweatpants,black,loafers,black,sport,2,0,cloudy,0.667,0.661
sweater,purple,trousers,burgundy,sneakers,burgundy,party,22,20,rain,0.817,0.654
sweater,black,sweatpants,gray,boots,black,sport,8,10,sunny,0.817,0.74
hoodie,red,trousers,blue,loafers,yellow,casual,15,15,cloudy,0.817,0.772
polo,gray,trousers,white,loafers,orange,business,32,33,cloudy,0.717,0.829
t-shirt,burgundy,jeans,red,sneakers,black,date,28,29,sunny,0.9,0.722
t-shirt,red,shorts,black,sandals,red,party,25,27,cloudy,1.0,0.782
blouse,brown,trousers,yellow,loafers,purple,party,20,18,cloudy,0.867,0.74
t-shirt,navy,shorts,black,sandals,green,date,32,29,rain,1.0,0.682
cardigan,yellow,jeans,navy,boots,brown,formal,8,7,sunny,0.867,0.667
tank-top,pink,leggings,black,sandals,gray,formal,32,36,sunny,0.9,0.639
blazer,burgundy,trousers,navy,heels,gray,casual,25,28,sunny,0.583,0.625
cardigan,black,jeans,white,boots,gray,formal,15,10,rain,0.867,0.736
dress,navy,none,none,loafers,blue,casual,25,26,cloudy,0.717,0.739
shirt,purple,trousers,white,oxfords,black,formal,15,16,sunny,0.867,0.887
hoodie,brown,sweatpants,white,boots,orange,casual,10,9,sunny,0.817,0.805
dress,black,none,none,sneakers,purple,date,15,14,sunny,0.817,0.683
hoodie,white,jeans,gray,heels,gray,casual,28,33,sunny,0.55,0.701
cardigan,black,skirt,navy,sneakers,navy,formal,8,9,sunny,0.867,0.667
cardigan,black,leggings,pink,oxfords,gray,business,12,7,rain,0.867,0.804
sweater,green,sweatpants,black,sneakers,green,sport,10,11,cloudy,0.817,0.747
sweater,gray,leggings,white,boots,navy,casual,12,7,rain,0.817,0.848
t-shirt,navy,skirt,purple,sandals,gray,sport,28,31,sunny,1.0,0.718
t-shirt,burgundy,jeans,white,sneakers,white,sport,32,35,sunny,0.9,0.794
blouse,burgundy,skirt,yellow,loafers,beige,party,28,32,sunny,0.917,0.784
hoodie,white,jeans,gray,loafers,green,business,20,19,sunny,0.817,0.686
sweater,black,trousers,burgundy,loafers,beige,business,15,14,rain,0.817,0.888
dress,white,none,none,sneakers,pink,formal,25,30,sunny,0.8,0.726
shirt,pink,jeans,white,heels,black,formal,32,33,sunny,0.767,0.755
blazer,navy,trousers,red,boots,gray,sport,15,14,sunny,0.867,0.586
shirt,navy,skirt,orange,sneakers,green,casual,10,5,rain,0.867,0.737
blouse,burgundy,skirt,red,heels,navy,formal,32,31,rain,0.917,0.809
sweater,gray,jeans,blue,heels,yellow,business,10,9,sunny,0.817,0.727
shirt,green,shorts,brown,sandals,orange,business,20,18,sunny,0.867,0.636
shirt,white,leggings,brown,sneakers,burgundy,formal,22,23,sunny,0.867,0.783
polo,burgundy,leggings,white,loafers,pink,casual,15,13,cloudy,0.867,0.821
blouse,red,shorts,gray,sandals,gray,sport,18,17,rain,0.867,0.586
shirt,blue,leggings,gray,oxfords,purple,formal,5,7,cloudy,0.867,0.769
blouse,navy,jeans,black,boots,white,business,18,16,sunny,0.867,0.836
dress,burgundy,none,none,sneakers,white,party,20,21,sunny,0.817,0.768
blouse,white,shorts,purple,sandals,purple,party,20,18,sunny,0.867,0.727
polo,navy,jeans,white,heels,black,casual,15,16,sunny,0.867,0.831
cardigan,yellow,trousers,purple,heels,burgundy,party,12,13,cloudy,0.867,0.787
t-shirt,purple,skirt,white,sneakers,blue,casual,25,23,cloudy,1.0,0.868
polo,navy,trousers,gray,loafers,white,formal,5,5,cloudy,0.867,0.878
sweater,black,shorts,pink,boots,green,date,5,3,cloudy,0.817,0.698
sweater,burgundy,jeans,burgundy,oxfords,red,date,8,8,sunny,0.817,0.701
tank-top,white,skirt,beige,sandals,beige,business,28,29,sunny,1.0,0.711
hoodie,orange,jeans,orange,oxfords,burgundy,casual,8,7,cloudy,0.817,0.744
dress,blue,none,none,loafers,white,business,20,16,rain,0.817,0.836
blazer,white,sweatpants,burgundy,boots,beige,business,12,14,cloudy,0.867,0.774
blouse,burgundy,trousers,gray,heels,black,formal,20,21,sunny,0.867,0.995
blouse,burgundy,sweatpants,white,loafers,green,date,5,7,cloudy,0.867,0.638
hoodie,beige,skirt,white,oxfords,gray,casual,15,14,sunny,0.817,0.829
blazer,black,skirt,white,sneakers,burgundy,date,12,14,sunny,0.867,0.849
hoodie,red,jeans,black,heels,red,party,12,8,rain,0.817,0.739
shirt,yellow,jeans,burgundy,loafers,black,sport,20,21,sunny,0.867,0.667
tank-top,black,trousers,purple,heels,brown,sport,20,18,sunny,0.767,0.646
sweater,beige,trousers,green,loafers,purple,date,15,14,sunny,0.817,0.77
